ano,mes,hora,tipo_crime,bairro,latitude,longitude,qtd_ocorrencias
2022,11,6,Furto de Veículo,Campo Limpo,-23.616779,-46.763024,1
2023,6,22,Furto de Veículo,Lapa,-23.519633,-46.690894,3
2023,3,21,Furto de Veículo,Mooca,-23.54435,-46.599954,1
2022,10,17,Furto de Veículo,Vila Guilherme,-23.502878,-46.609625,1
2022,12,3,Furto de Veículo,Santana,-23.485793,-46.624463,2
2022,3,18,Roubo,Casa Verde,-23.508221,-46.648399,1
2023,1,23,Roubo,São Miguel,-23.487348,-46.44084,1
2022,9,0,Furto de Veículo,Guaianazes,-23.537012,-46.387332,1
2022,10,4,Tráfico de Entorpecentes,Mooca,-23.556687,-46.607642,1
2022,8,11,Roubo,Mooca,-23.546361,-46.598551,1
2024,12,9,Tráfico de Entorpecentes,Centro,-23.551358,-46.631337,3
2023,12,8,Furto,Brás,-23.540092,-46.612911,3
2022,11,8,Roubo,Guaianazes,-23.533905,-46.391608,2
2024,2,21,Roubo de Veículo,Sacomã,-23.598305,-46.589806,1
2023,1,23,Roubo,Vila Guilherme,-23.528799,-46.604534,3
2022,9,12,Furto de Veículo,Consolação,-23.562061,-46.66023,1
2023,7,23,Roubo,Brás,-23.535409,-46.61999,1
2024,7,5,Lesão Corporal,Sé,-23.547393,-46.634635,1
2024,12,11,Roubo,Liberdade,-23.558569,-46.638051,1
2023,9,0,Furto de Veículo,Campo Limpo,-23.632132,-46.758276,2
2023,10,0,Lesão Corporal,Casa Verde,-23.508941,-46.667377,2
2024,8,10,Roubo,Santana,-23.500598,-46.618054,1
2023,7,19,Furto de Veículo,Lapa,-23.518733,-46.706623,1
2022,10,23,Lesão Corporal,Itaquera,-23.540795,-46.451126,1
2023,12,21,Furto,Sacomã,-23.594754,-46.573674,1
2024,10,7,Furto,Casa Verde,-23.506042,-46.652413,1
2024,11,13,Roubo,Pirituba,-23.47398,-46.732515,3
2024,11,14,Furto,Penha,-23.521942,-46.540054,1
2024,12,15,Roubo de Veículo,Cidade Tiradentes,-23.60834,-46.393984,2
2023,8,6,Furto,Sé,-23.548314,-46.635206,1
2023,3,17,Furto de Veículo,Santana,-23.498954,-46.629391,1
2022,6,21,Furto de Veículo,Pirituba,-23.470713,-46.721621,2
2023,12,12,Lesão Corporal,Itaquera,-23.553128,-46.461676,1
2024,9,9,Furto,Capão Redondo,-23.670762,-46.769715,1
2023,2,13,Furto,Centro,-23.540143,-46.643055,1
2023,10,17,Furto,Casa Verde,-23.53225,-46.658231,2
2022,1,5,Furto,Centro,-23.543954,-46.641885,1
2023,1,9,Roubo,Vila Guilherme,-23.50735,-46.620992,1
2023,12,10,Furto,Ipiranga,-23.584816,-46.605467,1
2022,8,4,Roubo,Capão Redondo,-23.661162,-46.772963,3
2022,9,7,Furto de Veículo,Bela Vista,-23.547969,-46.642217,1
2022,6,20,Roubo de Veículo,Cidade Tiradentes,-23.595157,-46.389958,1
2023,11,14,Furto de Veículo,São Miguel,-23.479789,-46.440512,1
2024,7,21,Roubo de Veículo,Cidade Tiradentes,-23.600439,-46.382776,2
2024,8,9,Roubo,Guaianazes,-23.556758,-46.37926,1
2023,10,18,Roubo de Veículo,Cidade Tiradentes,-23.609053,-46.38694,2
2024,9,3,Furto,Consolação,-23.549602,-46.653966,1
2024,1,16,Roubo,Liberdade,-23.551843,-46.632182,1
2023,9,23,Homicídio,Ipiranga,-23.593452,-46.605249,1
2023,1,13,Lesão Corporal,Cidade Tiradentes,-23.585807,-46.400705,1
2023,6,16,Furto de Veículo,Guaianazes,-23.541946,-46.384463,1
2023,5,22,Roubo,Brooklin,-23.616027,-46.702633,2
2023,1,8,Roubo,Casa Verde,-23.504455,-46.647316,1
2022,1,15,Furto de Veículo,Vila Guilherme,-23.506145,-46.614009,1
2023,8,16,Furto de Veículo,Capão Redondo,-23.668275,-46.765847,2
2022,3,2,Roubo de Veículo,Cidade Tiradentes,-23.606944,-46.391472,1
2023,4,13,Roubo,Sacomã,-23.608477,-46.594014,1
2024,8,17,Furto,Sé,-23.558442,-46.626336,1
2024,4,10,Furto de Veículo,Santo Amaro,-23.654271,-46.708824,1
2022,12,17,Furto,Guaianazes,-23.548004,-46.392168,3
2023,8,5,Furto,Sé,-23.552129,-46.630541,3
2024,1,12,Roubo,Ipiranga,-23.592585,-46.602667,1
2023,9,9,Lesão Corporal,Itaquera,-23.530289,-46.460384,1
2022,8,9,Furto de Veículo,Itaim Bibi,-23.581863,-46.686189,3
2022,2,18,Homicídio,Liberdade,-23.56153,-46.624112,1
2022,6,11,Lesão Corporal,Campo Limpo,-23.628972,-46.762874,2
2022,12,23,Furto de Veículo,Brasilândia,-23.43219,-46.698932,1
2024,1,7,Lesão Corporal,Santo Amaro,-23.663912,-46.697644,2
2022,8,20,Furto,Sé,-23.558796,-46.630215,1
2024,12,9,Furto,Brasilândia,-23.416837,-46.686015,1
2024,3,14,Furto de Veículo,Capão Redondo,-23.667869,-46.764129,1
2023,6,14,Furto,Capão Redondo,-23.673691,-46.749867,3
2023,9,9,Furto,Santo Amaro,-23.658648,-46.696132,1
2022,9,4,Tráfico de Entorpecentes,Guaianazes,-23.552071,-46.386406,1
2023,5,10,Homicídio,Capão Redondo,-23.679978,-46.751985,1
2023,8,1,Lesão Corporal,Campo Limpo,-23.638811,-46.758747,1
2024,12,10,Tráfico de Entorpecentes,Sé,-23.558201,-46.650904,3
2022,7,16,Furto,Casa Verde,-23.501893,-46.657123,1
2024,10,14,Furto,Penha,-23.532891,-46.544361,1
2024,10,15,Tráfico de Entorpecentes,Bela Vista,-23.551794,-46.645073,1
2023,9,15,Furto de Veículo,Campo Limpo,-23.636201,-46.76296,3
2023,7,20,Roubo,Santo Amaro,-23.658598,-46.720153,1
2022,12,9,Roubo,Brasilândia,-23.421957,-46.684344,1
2024,5,14,Furto de Veículo,Bela Vista,-23.568798,-46.637768,1
2024,8,7,Lesão Corporal,Centro,-23.550173,-46.641595,1
2023,1,11,Roubo,Centro,-23.542442,-46.630249,1
2022,8,11,Furto de Veículo,Brooklin,-23.595019,-46.698084,1
2023,1,10,Roubo,Santana,-23.500321,-46.627953,1
2023,8,0,Furto,Santana,-23.506301,-46.628969,2
2024,3,18,Roubo,Sacomã,-23.595695,-46.569806,1
2024,11,6,Lesão Corporal,Santo Amaro,-23.665514,-46.719758,3
2022,1,19,Furto de Veículo,Consolação,-23.548765,-46.660679,1
2023,4,7,Roubo de Veículo,Ipiranga,-23.597511,-46.600517,1
2023,7,14,Lesão Corporal,Capão Redondo,-23.659548,-46.75568,1
2022,3,21,Roubo,Barra Funda,-23.52157,-46.668686,1
2023,12,9,Furto,Capão Redondo,-23.678032,-46.759058,1
2022,3,18,Furto,Centro,-23.538818,-46.644006,1
2024,4,10,Tráfico de Entorpecentes,Mooca,-23.562637,-46.618726,1
2024,12,4,Furto de Veículo,Brasilândia,-23.431609,-46.700091,2
2022,5,19,Homicídio,Sacomã,-23.599067,-46.600249,2
2022,6,20,Furto de Veículo,Sé,-23.537966,-46.623116,1
2024,4,16,Furto,Sé,-23.559502,-46.633763,2
2022,10,9,Roubo de Veículo,Moema,-23.599192,-46.667583,1
2023,12,16,Roubo,Campo Limpo,-23.630891,-46.761622,1
2023,4,14,Tráfico de Entorpecentes,Sacomã,-23.580247,-46.569517,1
2024,4,8,Lesão Corporal,Liberdade,-23.557585,-46.637219,1
2022,8,16,Lesão Corporal,Penha,-23.531221,-46.552593,1
2023,6,8,Furto,Pirituba,-23.463262,-46.717775,1
2024,7,13,Furto de Veículo,Brasilândia,-23.434269,-46.676135,1
2022,6,17,Lesão Corporal,Guaianazes,-23.549321,-46.386982,1
2023,7,7,Furto,Campo Limpo,-23.622163,-46.763694,1
2024,5,5,Roubo,Cidade Tiradentes,-23.59912,-46.387505,2
2022,8,8,Furto,Bela Vista,-23.556718,-46.637793,1
2022,8,9,Furto,Centro,-23.554139,-46.645928,2
2022,7,15,Roubo de Veículo,Pirituba,-23.462362,-46.743135,1
2022,1,19,Roubo,São Miguel,-23.503417,-46.448584,1
2023,4,22,Tráfico de Entorpecentes,Moema,-23.606588,-46.664607,2
2022,10,7,Furto de Veículo,Capão Redondo,-23.691001,-46.753221,1
2022,10,22,Homicídio,Vila Guilherme,-23.512357,-46.616222,1
2024,4,7,Furto,Jardins,-23.577125,-46.662845,1
2024,12,12,Furto,Liberdade,-23.564863,-46.637348,2
2024,1,20,Lesão Corporal,Consolação,-23.537834,-46.652798,2
2023,10,3,Furto de Veículo,Ipiranga,-23.588236,-46.601384,1
2022,6,4,Roubo de Veículo,Campo Limpo,-23.646117,-46.744644,2
2023,6,17,Furto,Barra Funda,-23.530556,-46.676349,1
2024,3,13,Furto de Veículo,Moema,-23.597911,-46.686047,1
2022,7,1,Furto,Campo Limpo,-23.625184,-46.755803,1
2024,4,21,Lesão Corporal,Campo Limpo,-23.632628,-46.765754,1
2022,6,8,Furto,Bela Vista,-23.557968,-46.635178,1
2024,1,10,Furto,Jardins,-23.574978,-46.664177,2
2024,7,6,Furto,Barra Funda,-23.542134,-46.665274,1
2024,9,17,Roubo,Brás,-23.549748,-46.628556,3
2024,2,1,Roubo de Veículo,Bela Vista,-23.555029,-46.640338,3
2024,10,14,Furto,Ipiranga,-23.581721,-46.606704,1
2022,12,1,Furto de Veículo,Campo Limpo,-23.636906,-46.76182,1
2023,11,20,Lesão Corporal,São Miguel,-23.502544,-46.44087,1
2024,12,20,Furto,Centro,-23.553486,-46.64017,3
2024,4,7,Roubo,Itaim Bibi,-23.575649,-46.663347,1
2023,1,14,Furto de Veículo,Brasilândia,-23.446232,-46.693579,1
2023,1,16,Roubo de Veículo,Sé,-23.549429,-46.628863,1
2023,11,23,Furto,Santana,-23.49541,-46.63117,2
2022,7,4,Roubo de Veículo,São Miguel,-23.489149,-46.435923,2
2024,1,22,Roubo,Guaianazes,-23.547418,-46.404934,1
2024,5,15,Roubo,Sé,-23.543679,-46.642861,1
2024,10,16,Lesão Corporal,Brooklin,-23.620935,-46.693289,1
2022,11,8,Roubo,Sé,-23.553741,-46.625215,3
2024,7,6,Homicídio,Consolação,-23.545405,-46.671481,1
2022,3,13,Furto,São Miguel,-23.494185,-46.448788,1
2022,6,12,Furto,Sé,-23.563,-46.647915,1
2023,2,17,Roubo de Veículo,Vila Guilherme,-23.520738,-46.609821,1
2022,9,10,Furto,Pirituba,-23.474877,-46.733481,3
2024,1,9,Furto,Campo Limpo,-23.644264,-46.756773,1
2022,7,18,Roubo,Brooklin,-23.619603,-46.685513,2
2022,8,20,Furto de Veículo,Capão Redondo,-23.67233,-46.766359,1
2023,11,12,Furto,Casa Verde,-23.504921,-46.667222,1
2023,7,16,Roubo,Campo Limpo,-23.631651,-46.766358,3
2024,3,14,Furto,Penha,-23.532019,-46.552252,3
2024,9,8,Furto,Bela Vista,-23.575411,-46.632411,2
2023,11,16,Furto,Cidade Tiradentes,-23.602851,-46.3898,1
2023,3,23,Roubo,Centro,-23.543765,-46.624988,2
2022,5,13,Furto,Capão Redondo,-23.671592,-46.754814,1
2022,6,20,Roubo,Casa Verde,-23.504146,-46.656262,2
2022,1,7,Furto de Veículo,Sé,-23.547529,-46.641455,2
2023,8,16,Tráfico de Entorpecentes,Liberdade,-23.55962,-46.62668,1
2022,3,9,Lesão Corporal,Centro,-23.533262,-46.626376,1
2023,3,14,Roubo,Brás,-23.550584,-46.622099,1
2023,12,16,Roubo,Brás,-23.540664,-46.608762,1
2022,11,17,Tráfico de Entorpecentes,Guaianazes,-23.547782,-46.396311,1
2022,7,11,Roubo,Centro,-23.53854,-46.646081,1
2022,8,1,Roubo,Itaquera,-23.531843,-46.458422,1
2024,8,13,Furto,Jardins,-23.571096,-46.66593,2
2024,6,10,Furto,Campo Limpo,-23.629972,-46.769052,1
2023,4,18,Furto de Veículo,Itaquera,-23.547859,-46.462309,1
2024,4,23,Lesão Corporal,Consolação,-23.548474,-46.643605,1
2023,1,6,Furto,Itaquera,-23.531484,-46.455046,2
2023,7,20,Furto,Itaim Bibi,-23.581103,-46.675796,1
2023,12,17,Roubo,Mooca,-23.546189,-46.613899,1
2022,12,3,Roubo,Penha,-23.52919,-46.540996,1
2024,2,17,Furto de Veículo,Santo Amaro,-23.648576,-46.704079,1
2024,9,21,Roubo,Penha,-23.513387,-46.53817,1
2023,2,17,Roubo,Liberdade,-23.552193,-46.634479,1
2024,1,13,Roubo,Vila Guilherme,-23.5234,-46.624543,1
2023,2,21,Furto,Itaquera,-23.537037,-46.443483,1
2022,5,11,Furto,Sé,-23.535535,-46.639925,2
2023,5,10,Furto,Campo Limpo,-23.634663,-46.750406,2
2023,2,19,Homicídio,Cidade Tiradentes,-23.591397,-46.387176,2
2024,2,12,Homicídio,Itaim Bibi,-23.590315,-46.674899,1
2023,10,4,Lesão Corporal,Jardins,-23.562821,-46.660945,1
2024,9,23,Furto,Brasilândia,-23.432071,-46.695267,1
2024,9,18,Furto,Vila Guilherme,-23.50807,-46.619291,3
2023,8,2,Roubo,Lapa,-23.540059,-46.709218,1
2022,11,18,Homicídio,Vila Guilherme,-23.518582,-46.608531,1
2024,7,10,Roubo,Mooca,-23.559944,-46.607689,1
2022,7,11,Furto de Veículo,Centro,-23.551774,-46.626518,1
2023,2,6,Homicídio,Santana,-23.506112,-46.623214,1
2022,3,12,Roubo de Veículo,Itaquera,-23.534633,-46.458095,1
2024,11,10,Furto,Cidade Tiradentes,-23.593673,-46.394767,1
2024,2,17,Furto,Santo Amaro,-23.667524,-46.712242,2
2023,11,16,Roubo,Campo Limpo,-23.637974,-46.760888,1
2022,10,4,Roubo de Veículo,Centro,-23.55078,-46.63927,1
2023,9,15,Furto de Veículo,Sé,-23.53585,-46.617164,2
2024,12,22,Roubo,Barra Funda,-23.531574,-46.667646,1
2024,5,16,Furto,São Miguel,-23.492155,-46.447294,1
2022,2,22,Furto de Veículo,Guaianazes,-23.538317,-46.385983,1
2022,2,22,Tráfico de Entorpecentes,Campo Limpo,-23.636357,-46.752415,1
2023,8,20,Lesão Corporal,Liberdade,-23.558487,-46.628788,1
2024,12,17,Furto,Guaianazes,-23.548959,-46.404798,1
2024,3,0,Furto,Campo Limpo,-23.64568,-46.756745,1
2022,12,7,Roubo de Veículo,Santana,-23.499082,-46.619737,1
2024,10,8,Lesão Corporal,Vila Guilherme,-23.524345,-46.627505,1
2023,10,21,Furto,Capão Redondo,-23.677361,-46.759352,1
2022,1,21,Furto,Pirituba,-23.483432,-46.729427,1
2022,7,17,Lesão Corporal,Brás,-23.543815,-46.628873,1
2023,1,3,Furto,Itaim Bibi,-23.582649,-46.664395,1
2022,8,9,Roubo,São Miguel,-23.487888,-46.445441,1
2024,11,18,Roubo,Capão Redondo,-23.668447,-46.767194,1
2022,7,13,Furto de Veículo,Sé,-23.565067,-46.633339,2
2022,5,23,Lesão Corporal,Itaim Bibi,-23.591338,-46.684222,3
2023,2,14,Roubo,Brás,-23.536878,-46.60919,2
2023,5,21,Furto de Veículo,Guaianazes,-23.545899,-46.379067,1
2024,7,16,Lesão Corporal,Bela Vista,-23.562794,-46.650154,1
2024,6,16,Lesão Corporal,Barra Funda,-23.528087,-46.669796,1
2023,10,7,Furto de Veículo,Lapa,-23.508919,-46.710543,3
2024,2,13,Roubo,Lapa,-23.521035,-46.713687,1
2022,1,20,Roubo de Veículo,Sé,-23.558705,-46.634974,1
2024,7,12,Furto de Veículo,Brasilândia,-23.432295,-46.700541,1
2023,8,7,Roubo,Brasilândia,-23.437904,-46.69434,1
2022,8,12,Lesão Corporal,Lapa,-23.529751,-46.712254,1
2024,11,9,Tráfico de Entorpecentes,Consolação,-23.542399,-46.673681,1
2022,7,22,Roubo de Veículo,Cidade Tiradentes,-23.589689,-46.377639,1
2022,11,22,Furto de Veículo,Bela Vista,-23.547032,-46.634525,1
2024,3,23,Lesão Corporal,Brooklin,-23.622941,-46.697006,2
2022,1,8,Furto de Veículo,Capão Redondo,-23.668594,-46.760014,1
2024,2,7,Furto,Capão Redondo,-23.687442,-46.754471,3
2023,10,11,Furto,Lapa,-23.530494,-46.693969,3
2024,5,20,Furto,Penha,-23.533728,-46.542923,1
2024,11,2,Furto,Mooca,-23.556281,-46.601553,1
2023,8,22,Lesão Corporal,Guaianazes,-23.553934,-46.384333,2
2024,1,22,Lesão Corporal,Capão Redondo,-23.678021,-46.748245,2
2024,3,13,Roubo de Veículo,Capão Redondo,-23.667926,-46.763032,1
2023,6,13,Roubo de Veículo,São Miguel,-23.493043,-46.438075,2
2023,9,17,Homicídio,Brás,-23.529613,-46.630843,1
2023,9,17,Tráfico de Entorpecentes,São Miguel,-23.48812,-46.437604,1
2023,4,19,Furto de Veículo,Pirituba,-23.475522,-46.724987,2
2024,6,16,Furto,Santo Amaro,-23.651975,-46.703989,1
2022,8,20,Tráfico de Entorpecentes,Casa Verde,-23.518552,-46.661599,1
2024,3,10,Furto,Vila Guilherme,-23.510279,-46.62899,2
2024,2,6,Furto de Veículo,Sé,-23.540487,-46.631039,2
2024,6,23,Furto,Sacomã,-23.599214,-46.579166,1
2023,11,6,Furto,Sé,-23.545463,-46.636962,1
2023,12,9,Furto,Brás,-23.53914,-46.623746,1
2024,6,20,Furto,Mooca,-23.547662,-46.595495,1
2022,11,20,Roubo de Veículo,Santo Amaro,-23.662124,-46.704484,2
2022,5,18,Lesão Corporal,Moema,-23.593589,-46.664325,1
2023,12,21,Tráfico de Entorpecentes,Ipiranga,-23.594327,-46.605983,1
2024,8,20,Furto,Pinheiros,-23.546164,-46.681791,1
2022,12,20,Roubo,Jardins,-23.577831,-46.680235,1
2024,8,22,Furto,Capão Redondo,-23.672287,-46.74347,1
2024,12,14,Homicídio,Consolação,-23.550251,-46.661131,1
2023,9,12,Furto de Veículo,Brás,-23.542564,-46.61256,1
2022,4,7,Homicídio,Itaquera,-23.529654,-46.455927,1
2024,3,8,Furto,São Miguel,-23.496538,-46.43836,1
2023,1,20,Roubo de Veículo,Consolação,-23.547295,-46.649031,3
2023,3,10,Furto,Penha,-23.519344,-46.546009,2
2023,10,17,Furto,Brasilândia,-23.428083,-46.707109,1
2023,9,4,Furto,Ipiranga,-23.600873,-46.606188,3
2024,3,14,Furto,Pirituba,-23.481329,-46.733242,2
2022,4,8,Roubo de Veículo,Guaianazes,-23.547581,-46.39538,1
2022,4,12,Roubo de Veículo,Cidade Tiradentes,-23.588859,-46.404011,1
2023,10,17,Tráfico de Entorpecentes,Pirituba,-23.476906,-46.74383,2
2023,7,4,Roubo,Cidade Tiradentes,-23.595649,-46.396357,2
2024,7,19,Furto de Veículo,Brooklin,-23.633127,-46.684389,1
2023,2,13,Roubo,Capão Redondo,-23.677932,-46.753482,1
2023,4,22,Furto,Itaquera,-23.53991,-46.463794,3
2024,3,4,Furto,Brasilândia,-23.42964,-46.695039,1
2024,7,19,Tráfico de Entorpecentes,Ipiranga,-23.584767,-46.622959,1
2024,10,7,Furto,Mooca,-23.556864,-46.601667,2
2023,9,20,Furto,Sé,-23.55825,-46.632388,1
2022,7,5,Furto,Santana,-23.513045,-46.608705,2
2023,5,17,Furto,Capão Redondo,-23.677986,-46.758098,2
2023,9,17,Roubo de Veículo,São Miguel,-23.494557,-46.442996,3
2023,9,19,Tráfico de Entorpecentes,Sacomã,-23.583379,-46.576287,3
2024,11,16,Furto,Sé,-23.555938,-46.625583,1
2023,3,6,Roubo,Brasilândia,-23.436813,-46.699785,1
2022,10,19,Furto,Brasilândia,-23.424325,-46.684215,2
2023,4,17,Roubo,Campo Limpo,-23.628607,-46.74849,2
2023,4,22,Furto de Veículo,Bela Vista,-23.548638,-46.645242,1
2024,7,19,Furto,Ipiranga,-23.579623,-46.631097,1
2024,3,14,Furto,Centro,-23.548325,-46.631739,1
2024,12,21,Roubo,Barra Funda,-23.532696,-46.637611,1
2024,12,10,Roubo,Ipiranga,-23.598525,-46.606208,1
2022,12,0,Furto,Itaim Bibi,-23.605034,-46.660877,1
2023,3,17,Roubo de Veículo,Brasilândia,-23.42956,-46.693729,1
2024,1,3,Furto,Pinheiros,-23.565286,-46.698025,1
2024,6,21,Lesão Corporal,Capão Redondo,-23.674523,-46.757221,2
2022,11,19,Roubo,Penha,-23.521596,-46.541957,1
2024,5,8,Homicídio,Pirituba,-23.470653,-46.733736,3
2023,12,22,Furto de Veículo,Sacomã,-23.592312,-46.589703,1
2023,10,19,Tráfico de Entorpecentes,Brás,-23.536161,-46.624623,1
2022,1,14,Roubo de Veículo,Penha,-23.5393,-46.540706,2
2023,8,22,Roubo de Veículo,Centro,-23.551228,-46.629976,1
2024,1,17,Furto,Capão Redondo,-23.678999,-46.758788,1
2024,6,23,Furto de Veículo,Barra Funda,-23.516111,-46.657133,1
2024,4,21,Furto de Veículo,Vila Guilherme,-23.506907,-46.61409,1
2022,5,18,Roubo,Mooca,-23.555807,-46.605369,1
2022,10,23,Roubo de Veículo,Barra Funda,-23.524438,-46.657807,2
2022,7,18,Roubo de Veículo,São Miguel,-23.480122,-46.440443,3
2023,7,6,Furto de Veículo,Brasilândia,-23.448434,-46.687298,1
2024,11,3,Lesão Corporal,Barra Funda,-23.529684,-46.677975,1
2023,12,17,Tráfico de Entorpecentes,Consolação,-23.544405,-46.656103,1
2022,12,3,Tráfico de Entorpecentes,Mooca,-23.555838,-46.601474,1
2023,2,7,Roubo,Cidade Tiradentes,-23.603572,-46.384941,1
2023,8,20,Furto,Capão Redondo,-23.673113,-46.758465,1
2023,1,15,Furto de Veículo,Santo Amaro,-23.654097,-46.714842,1
2022,6,18,Lesão Corporal,Itaquera,-23.538232,-46.463442,1
2022,10,4,Furto de Veículo,Capão Redondo,-23.673775,-46.750204,1
2023,4,22,Furto de Veículo,Bela Vista,-23.548788,-46.632606,1
2023,7,18,Lesão Corporal,Sé,-23.545994,-46.633457,3
2022,10,0,Roubo,Centro,-23.554586,-46.638687,1
2024,2,17,Lesão Corporal,Campo Limpo,-23.633152,-46.758895,1
2023,6,21,Furto,Penha,-23.522622,-46.535584,1
2022,11,10,Furto de Veículo,Sé,-23.537807,-46.6343,2
2023,5,19,Roubo,Santana,-23.510196,-46.61433,1
2024,5,22,Furto,Capão Redondo,-23.666493,-46.773941,1
2024,12,15,Furto,Sé,-23.537712,-46.630841,1
2022,8,7,Furto,Barra Funda,-23.527426,-46.671423,2
2024,9,13,Roubo,Mooca,-23.548192,-46.600064,1
2024,6,19,Roubo,Itaquera,-23.525283,-46.451734,3
2023,6,20,Tráfico de Entorpecentes,Bela Vista,-23.557577,-46.657689,3
2022,6,13,Roubo,São Miguel,-23.499266,-46.432107,1
2022,10,17,Roubo de Veículo,Barra Funda,-23.523608,-46.66899,2
2024,7,7,Furto,Brasilândia,-23.43099,-46.69314,1
2023,2,8,Roubo de Veículo,Santo Amaro,-23.657472,-46.697595,1
2023,11,17,Furto,Cidade Tiradentes,-23.583335,-46.390275,1
2024,9,19,Furto de Veículo,Sé,-23.542211,-46.657888,1
2022,6,12,Roubo,Bela Vista,-23.572418,-46.643625,2
2023,7,10,Furto de Veículo,Penha,-23.521834,-46.542173,1
2023,9,19,Lesão Corporal,Pirituba,-23.478712,-46.742745,1
2022,10,18,Furto de Veículo,Bela Vista,-23.544034,-46.644473,3
2023,7,0,Homicídio,Centro,-23.552277,-46.625742,1
2022,12,18,Roubo de Veículo,Sé,-23.541817,-46.645928,2
2023,1,9,Furto,Brás,-23.531161,-46.610036,1
2024,10,19,Roubo,Casa Verde,-23.504517,-46.649922,1
2023,2,2,Roubo,Campo Limpo,-23.625924,-46.76616,1
2022,10,17,Roubo,Pirituba,-23.470572,-46.736515,1
2022,6,20,Roubo,Liberdade,-23.564082,-46.608413,1
2022,8,20,Roubo de Veículo,Casa Verde,-23.504232,-46.635181,1
2023,11,1,Roubo,Brás,-23.54282,-46.607832,2
2024,5,9,Roubo de Veículo,Vila Madalena,-23.549432,-46.671749,1
2023,4,16,Lesão Corporal,Capão Redondo,-23.666905,-46.757024,2
2024,11,18,Furto,Bela Vista,-23.553751,-46.63661,3
2022,6,13,Lesão Corporal,Lapa,-23.53377,-46.722943,2
2023,4,18,Tráfico de Entorpecentes,Jardins,-23.573542,-46.659979,2
2023,6,5,Roubo,Centro,-23.551719,-46.623185,1
2023,4,21,Furto,Penha,-23.523555,-46.545603,1
2023,2,4,Furto de Veículo,Brás,-23.542403,-46.623235,1
2022,12,14,Roubo,Penha,-23.529435,-46.550112,1
2024,10,22,Furto,Sé,-23.543299,-46.63005,1
2024,8,1,Furto,Itaquera,-23.540732,-46.457508,1
2022,11,20,Furto,Moema,-23.603531,-46.665334,1
2024,5,5,Furto,Ipiranga,-23.603597,-46.60875,1
2023,6,9,Roubo de Veículo,Consolação,-23.562389,-46.657704,3
2023,7,8,Furto,Capão Redondo,-23.676776,-46.762824,2
2024,2,10,Furto,Brás,-23.538766,-46.618051,1
2022,4,6,Lesão Corporal,Liberdade,-23.552874,-46.635205,2
2023,10,6,Furto,Mooca,-23.552186,-46.597918,1
2023,5,3,Furto,Brás,-23.559478,-46.634229,1
2023,9,20,Furto de Veículo,Consolação,-23.56321,-46.651751,3
2022,10,19,Roubo,Itaim Bibi,-23.581649,-46.681618,3
2024,1,19,Furto de Veículo,Itaquera,-23.530424,-46.468793,1
2022,8,7,Roubo,Brasilândia,-23.434957,-46.704952,3
2023,5,9,Roubo de Veículo,Bela Vista,-23.563132,-46.645296,1
2024,3,6,Furto de Veículo,Brás,-23.5445,-46.596634,2
2022,5,17,Furto,Itaquera,-23.540445,-46.456558,2
2024,10,21,Tráfico de Entorpecentes,Itaim Bibi,-23.588335,-46.675366,1
2024,4,7,Roubo,Itaquera,-23.538092,-46.44304,1
2024,7,19,Furto,Sacomã,-23.603622,-46.588967,1
2023,5,18,Furto,Barra Funda,-23.527469,-46.651497,1
2023,6,16,Tráfico de Entorpecentes,Penha,-23.529548,-46.536827,1
2024,1,8,Furto de Veículo,Santo Amaro,-23.636943,-46.70003,1
2023,9,11,Furto de Veículo,Guaianazes,-23.541164,-46.392616,2
2022,4,21,Lesão Corporal,Ipiranga,-23.588353,-46.610766,2
2022,2,20,Furto,Cidade Tiradentes,-23.587667,-46.378985,2
2023,7,6,Tráfico de Entorpecentes,Mooca,-23.540204,-46.610642,3
2024,1,7,Furto de Veículo,Ipiranga,-23.594859,-46.609463,1
2022,7,11,Homicídio,Brooklin,-23.622971,-46.698561,2
2023,10,16,Tráfico de Entorpecentes,Jardins,-23.55134,-46.647864,1
2023,1,10,Furto,Campo Limpo,-23.633014,-46.755493,1
2023,7,13,Roubo,Brasilândia,-23.436479,-46.695913,1
2023,3,7,Furto,Consolação,-23.557161,-46.653968,2
2023,10,11,Roubo,Ipiranga,-23.569944,-46.615612,1
2022,1,12,Tráfico de Entorpecentes,Santana,-23.488949,-46.63248,1
2023,10,4,Furto,Capão Redondo,-23.655658,-46.753529,1
2022,7,17,Lesão Corporal,Itaim Bibi,-23.593687,-46.691672,1
2023,3,14,Furto de Veículo,Pinheiros,-23.555534,-46.674114,2
2022,1,20,Furto,Sé,-23.547747,-46.641963,1
2022,8,6,Furto,Capão Redondo,-23.663075,-46.762742,1
2023,9,14,Roubo,Santana,-23.512271,-46.638096,2
2024,7,21,Roubo,Brasilândia,-23.433267,-46.692461,3
2023,11,20,Furto,Itaquera,-23.537204,-46.453655,1
2022,4,13,Furto de Veículo,Cidade Tiradentes,-23.583274,-46.396721,2
2023,12,12,Furto,Bela Vista,-23.566346,-46.648765,1
2022,4,17,Furto,Liberdade,-23.549822,-46.632499,1
2022,5,2,Tráfico de Entorpecentes,Brasilândia,-23.435227,-46.713678,1
2022,5,15,Roubo,Sé,-23.553937,-46.628732,1
2024,5,6,Furto de Veículo,Capão Redondo,-23.665926,-46.761746,1
